time,latitude,longitude,depth,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magNst,status,locationSource,magSource
,-18.76008,-79.7609,,,,,,,,,,,,,,,,,
,-18.74805,-79.7667,,,,,,,,,,,,,,,,,
,-18.74018,-79.77258,,,,,,,,,,,,,,,,,
,-18.73501,-80.00656,,,,,,,,,,,,,,,,,
,-18.7308,-80.01118,,,,,,,,,,,,,,,,,
,-18.81553,-79.72486,,,,,,,,,,,,,,,,,
,-18.10573,-79.73912,,,,,,,,,,,,,,,,,
,-18.09863,-79.74526,,,,,,,,,,,,,,,,,
,-18.03639,-79.76958,,,,,,,,,,,,,,,,,
,-17.90439,-79.76969,,,,,,,,,,,,,,,,,
,-17.91912,-79.71356,,,,,,,,,,,,,,,,,
,-18.09142,-79.77219,,,,,,,,,,,,,,,,,
,-18.09236,-79.77317,,,,,,,,,,,,,,,,,
,-18.54915,-79.47382,,,,,,,,,,,,,,,,,
,-19.06855,-79.52324,,,,,,,,,,,,,,,,,
,-18.62316,-78.83455,,,,,,,,,,,,,,,,,
,-18.62047,-78.83936,,,,,,,,,,,,,,,,,
,-18.40015,-79.03358,,,,,,,,,,,,,,,,,
,-18.39376,-79.03494,,,,,,,,,,,,,,,,,
,-20.41268,-77.46633,,,,,,,,,,,,,,,,,
,-20.41558,-77.46846,,,,,,,,,,,,,,,,,
,-20.42071,-77.47091,,,,,,,,,,,,,,,,,
,-20.45366,-74.75569,,,,,,,,,,,,,,,,,
,-20.42907,-74.9746,,,,,,,,,,,,,,,,,
,-19.67224,-77.94252,,,,,,,,,,,,,,,,,
,-19.662,-77.94826,,,,,,,,,,,,,,,,,
,-19.6559,-77.95423,,,,,,,,,,,,,,,,,
,-18.84212,-79.6272,,,,,,,,,,,,,,,,,
,-18.82881,-79.69831,,,,,,,,,,,,,,,,,
,-18.78873,-79.74674,,,,,,,,,,,,,,,,,
,-18.77766,-79.75312,,,,,,,,,,,,,,,,,
,-18.75507,-79.76419,,,,,,,,,,,,,,,,,
,-18.75106,-79.76539,,,,,,,,,,,,,,,,,
,-18.74537,-79.76776,,,,,,,,,,,,,,,,,
,-18.74335,-79.7697,,,,,,,,,,,,,,,,,
,-18.73251,-79.77667,,,,,,,,,,,,,,,,,
,-18.73194,-80.01016,,,,,,,,,,,,,,,,,
,-18.82512,-79.72055,,,,,,,,,,,,,,,,,
,-19.16962,-79.70773,,,,,,,,,,,,,,,,,
,-19.20501,-79.65936,,,,,,,,,,,,,,,,,
,-18.10834,-79.73593,,,,,,,,,,,,,,,,,
,-18.09683,-79.74694,,,,,,,,,,,,,,,,,
